"psraid","sample","month","lang","cregion","state","form","sex","q1","q3","eminuse","intfreq","bbhome3","device1a","smart1","cable1","web1a","q5","date3","date4","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","stud","smjob1","snsjob2a","snsjob2b","auto3","marital","hh1","par","educ2","disa","party","ideo","hisp","race","weight","age","empl"
"100006","1","June","English","3","51","1","Female","1","2","1","1","1","1","1","1","1","1","2","1","2","2","1","9","3","9","3","2","1","2","3","2","2","2","2","1","4","1","2","2","9","1","2","1",2.25806451612903,47,"Unemployed"
"100006","1","June","English","3","51","1","Female","1","2","1","1","1","1","1","1","1","1","2","1","2","2","1","9","3","9","3","2","1","2","3","2","2","2","2","1","4","1","2","2","9","1","2","1",2.25806451612903,47,"Unemployed"
"100039","1","June","English","3","37","2","Female","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","3","1","2","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",5.03225806451613,40,"Employed"
"100039","1","June","English","3","37","2","Female","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","3","1","2","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",5.03225806451613,40,"Employed"
"100039","1","June","English","3","37","2","Female","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","3","1","2","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",5.03225806451613,40,"Employed"
"100039","1","June","English","3","37","2","Female","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","3","1","2","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",5.03225806451613,40,"Employed"
"100039","1","June","English","3","37","2","Female","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","3","1","2","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",5.03225806451613,40,"Employed"
"100043","1","June","English","2","20","1","Female","1","2","1","4","1","1","1","1","1","1","2","1","2","3","1","1","3","9","9","2","1","2","3","2","2","2","2","1","2","2","2","2","9","2","2","1",1,69,"Employed"
"100067","1","June","English","2","27","1","Male","1","3","1","1","2","1","1","1","1","1","1","1","1","1","2","3","2","3","3","2","2","1","3","2","2","2","2","1","2","2","1","2","1","1","2","1",2.61290322580645,52,"Employed"
"100067","1","June","English","2","27","1","Male","1","3","1","1","2","1","1","1","1","1","1","1","1","1","2","3","2","3","3","2","2","1","3","2","2","2","2","1","2","2","1","2","1","1","2","1",2.61290322580645,52,"Employed"
"100067","1","June","English","2","27","1","Male","1","3","1","1","2","1","1","1","1","1","1","1","1","1","2","3","2","3","3","2","2","1","3","2","2","2","2","1","2","2","1","2","1","1","2","1",2.61290322580645,52,"Employed"
"100080","1","June","English","3","45","2","Female","4","4","1","2","1","1","1","1","1","1","1","1","1","2","1","2","3","2","3","1","2","2","3","1","1","2","2","1","2","1","2","2","9","2","2","1",2.58064516129032,43,"Employed"
"100080","1","June","English","3","45","2","Female","4","4","1","2","1","1","1","1","1","1","1","1","1","2","1","2","3","2","3","1","2","2","3","1","1","2","2","1","2","1","2","2","9","2","2","1",2.58064516129032,43,"Employed"
"100080","1","June","English","3","45","2","Female","4","4","1","2","1","1","1","1","1","1","1","1","1","2","1","2","3","2","3","1","2","2","3","1","1","2","2","1","2","1","2","2","9","2","2","1",2.58064516129032,43,"Employed"
"100084","1","June","English","3"," 1","2","Female","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","9","9","3","1","1","2","3","1","2","2","2","1","3","2","1","2","1","1","2","1",4.64516129032258,44,"Employed"
"100084","1","June","English","3"," 1","2","Female","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","9","9","3","1","1","2","3","1","2","2","2","1","3","2","1","2","1","1","2","1",4.64516129032258,44,"Employed"
"100084","1","June","English","3"," 1","2","Female","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","9","9","3","1","1","2","3","1","2","2","2","1","3","2","1","2","1","1","2","1",4.64516129032258,44,"Employed"
"100084","1","June","English","3"," 1","2","Female","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","9","9","3","1","1","2","3","1","2","2","2","1","3","2","1","2","1","1","2","1",4.64516129032258,44,"Employed"
"100084","1","June","English","3"," 1","2","Female","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","9","9","3","1","1","2","3","1","2","2","2","1","3","2","1","2","1","1","2","1",4.64516129032258,44,"Employed"
"100118","1","June","English","3"," 1","2","Male","1","2","1","2","2","1","1","1","1","1","2","1","2","2","3","9","9","9","9","1","1","2","3","2","2","2","2","1","2","2","2","2","1","2","2","1",1.16129032258065,58,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100129","1","June","English","4","30","1","Female","4","4","1","1","1","1","2","2","1","2","1","1","1","1","2","9","1","1","2","1","1","2","3","2","1","1","3","6","1","1","1","2","9","2","2","4",7.16129032258065,31,"Employed"
"100142","1","June","English","3","45","2","Male","4","4","2","6","1","9","9","1","2","9","2","1","2","2","3","3","2","3","1","2","2","2","3","9","2","2","2","1","3","2","1","2","2","1","2","1",2.96774193548387,57,"Employed"
"100142","1","June","English","3","45","2","Male","4","4","2","6","1","9","9","1","2","9","2","1","2","2","3","3","2","3","1","2","2","2","3","9","2","2","2","1","3","2","1","2","2","1","2","1",2.96774193548387,57,"Employed"
"100142","1","June","English","3","45","2","Male","4","4","2","6","1","9","9","1","2","9","2","1","2","2","3","3","2","3","1","2","2","2","3","9","2","2","2","1","3","2","1","2","2","1","2","1",2.96774193548387,57,"Employed"
"100151","1","June","English","3","51","1","Female","2","3","1","2","1","1","1","2","1","2","1","2","2","2","1","1","2","1","3","1","1","2","3","2","2","2","2","1","2","1","3","2","9","9","1","2",2.38709677419355,36,"Unemployed"
"100151","1","June","English","3","51","1","Female","2","3","1","2","1","1","1","2","1","2","1","2","2","2","1","1","2","1","3","1","1","2","3","2","2","2","2","1","2","1","3","2","9","9","1","2",2.38709677419355,36,"Unemployed"
"100152","1","June","English","4","49","1","Female","2","4","1","2","1","1","2","2","1","2","1","2","1","2","3","9","2","9","1","1","9","2","3","2","2","2","3","1","2","1","2","2","1","1","2","1",3.48387096774194,39,"Unemployed"
"100152","1","June","English","4","49","1","Female","2","4","1","2","1","1","2","2","1","2","1","2","1","2","3","9","2","9","1","1","9","2","3","2","2","2","3","1","2","1","2","2","1","1","2","1",3.48387096774194,39,"Unemployed"
"100152","1","June","English","4","49","1","Female","2","4","1","2","1","1","2","2","1","2","1","2","1","2","3","9","2","9","1","1","9","2","3","2","2","2","3","1","2","1","2","2","1","1","2","1",3.48387096774194,39,"Unemployed"
"100163","1","June","English","2","27","2","Female","2","2","1","1","1","1","2","2","1","2","1","1","2","3","1","3","3","2","3","2","1","2","3","2","2","2","3","1","2","2","3","2","9","2","2","1",1.16129032258065,63,"Employed"
"100178","1","June","English","4"," 6","2","Male","1","2","1","3","1","1","1","1","1","1","2","1","1","3","1","1","3","2","2","1","2","2","2","2","2","2","2","6","3","2","1","2","2","2","2","1",3.25806451612903,19,"Employed"
"100178","1","June","English","4"," 6","2","Male","1","2","1","3","1","1","1","1","1","1","2","1","1","3","1","1","3","2","2","1","2","2","2","2","2","2","2","6","3","2","1","2","2","2","2","1",3.25806451612903,19,"Employed"
"100178","1","June","English","4"," 6","2","Male","1","2","1","3","1","1","1","1","1","1","2","1","1","3","1","1","3","2","2","1","2","2","2","2","2","2","2","6","3","2","1","2","2","2","2","1",3.25806451612903,19,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100180","1","June","English","4","41","2","Male","3","3","1","5","1","1","2","1","1","2","2","1","1","2","3","2","1","2","1","2","2","2","3","2","2","2","2","6","2","2","1","2","1","1","2","1",6.12903225806452,28,"Employed"
"100194","1","June","English","2","39","2","Female","1","2","1","2","1","1","2","1","2","2","1","1","2","3","1","9","3","9","3","1","1","2","3","2","2","2","3","1","2","1","2","2","2","2","2","1",2.48387096774194,49,"Unemployed"
"100194","1","June","English","2","39","2","Female","1","2","1","2","1","1","2","1","2","2","1","1","2","3","1","9","3","9","3","1","1","2","3","2","2","2","3","1","2","1","2","2","2","2","2","1",2.48387096774194,49,"Unemployed"
"100205","1","June","English","2","55","2","Female","2","2","1","2","1","1","1","1","1","2","2","1","1","2","3","3","2","3","2","2","2","2","3","2","2","2","2","6","1","1","2","2","1","9","2","1",1.90322580645161,45,"Employed"
"100205","1","June","English","2","55","2","Female","2","2","1","2","1","1","1","1","1","2","2","1","1","2","3","3","2","3","2","2","2","2","3","2","2","2","2","6","1","1","2","2","1","9","2","1",1.90322580645161,45,"Employed"
"100209","1","June","English","3","37","1","Male","1","2","1","5","1","1","2","1","2","2","2","1","1","2","1","9","9","9","2","2","2","2","3","2","2","2","2","1","2","2","1","1","1","1","2","1",2.32258064516129,58,"Unemployed"
"100209","1","June","English","3","37","1","Male","1","2","1","5","1","1","2","1","2","2","2","1","1","2","1","9","9","9","2","2","2","2","3","2","2","2","2","1","2","2","1","1","1","1","2","1",2.32258064516129,58,"Unemployed"
"100235","1","June","English","1"," 9","2","Female","3","3","1","4","1","1","2","1","1","2","1","1","2","9","9","9","9","9","9","2","9","2","3","2","2","2","2","1","2","2","1","1","1","1","2","1",2.38709677419355,73,"Employed"
"100235","1","June","English","1"," 9","2","Female","3","3","1","4","1","1","2","1","1","2","1","1","2","9","9","9","9","9","9","2","9","2","3","2","2","2","2","1","2","2","1","1","1","1","2","1",2.38709677419355,73,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100239","1","June","English","4"," 6","2","Female","1","2","1","3","1","1","1","2","1","1","2","1","1","2","2","9","1","3","1","1","1","2","2","1","1","2","2","6","4","2","1","2","2","3","1","1",7.16129032258065,19,"Employed"
"100252","1","June","English","3","12","2","Male","1","4","1","3","1","1","2","1","1","2","2","2","2","3","9","9","3","9","9","1","1","2","3","2","2","2","3","1","2","2","1","2","1","1","2","1",2.32258064516129,70,"Employed"
"100252","1","June","English","3","12","2","Male","1","4","1","3","1","1","2","1","1","2","2","2","2","3","9","9","3","9","9","1","1","2","3","2","2","2","3","1","2","2","1","2","1","1","2","1",2.32258064516129,70,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100254","1","June","English","3","45","1","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","9","2","3","1","1","2","1","1","1","2","2","2","6","3","2","2","2","9","1","2","1",5.67741935483871,25,"Employed"
"100262","1","June","English","2","26","2","Male","1","2","1","3","2","1","2","1","1","2","2","1","2","9","1","9","9","9","2","2","2","2","3","2","2","2","2","1","2","2","2","1","1","1","2","1",1.64516129032258,51,"Employed"
"100262","1","June","English","2","26","2","Male","1","2","1","3","2","1","2","1","1","2","2","1","2","9","1","9","9","9","2","2","2","2","3","2","2","2","2","1","2","2","2","1","1","1","2","1",1.64516129032258,51,"Employed"
"100266","1","June","English","4","53","2","Female","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","1","2","9","9","1","1","2","3","2","2","2","9","1","2","2","2","2","2","3","2","1",1.09677419354839,73,"Employed"
"100272","1","June","English","4","41","1","Female","3","3","1","2","2","1","1","1","1","1","1","1","2","3","2","9","3","9","2","1","2","2","3","2","2","2","2","1","2","1","3","2","1","2","2","1",3.61290322580645,40,"Employed"
"100272","1","June","English","4","41","1","Female","3","3","1","2","2","1","1","1","1","1","1","1","2","3","2","9","3","9","2","1","2","2","3","2","2","2","2","1","2","1","3","2","1","2","2","1",3.61290322580645,40,"Employed"
"100272","1","June","English","4","41","1","Female","3","3","1","2","2","1","1","1","1","1","1","1","2","3","2","9","3","9","2","1","2","2","3","2","2","2","2","1","2","1","3","2","1","2","2","1",3.61290322580645,40,"Employed"
"100272","1","June","English","4","41","1","Female","3","3","1","2","2","1","1","1","1","1","1","1","2","3","2","9","3","9","2","1","2","2","3","2","2","2","2","1","2","1","3","2","1","2","2","1",3.61290322580645,40,"Employed"
"100298","1","June","English","1","34","2","Female","2","3","1","1","1","1","1","1","1","1","1","1","2","9","1","9","9","9","3","1","2","2","3","2","2","2","3","6","1","1","2","2","9","2","2","1",3.32258064516129,37,"Employed"
"100298","1","June","English","1","34","2","Female","2","3","1","1","1","1","1","1","1","1","1","1","2","9","1","9","9","9","3","1","2","2","3","2","2","2","3","6","1","1","2","2","9","2","2","1",3.32258064516129,37,"Employed"
"100298","1","June","English","1","34","2","Female","2","3","1","1","1","1","1","1","1","1","1","1","2","9","1","9","9","9","3","1","2","2","3","2","2","2","3","6","1","1","2","2","9","2","2","1",3.32258064516129,37,"Employed"
"100300","1","June","English","3","22","1","Female","1","4","2","6","1","1","2","2","2","2","1","1","2","3","1","3","3","3","3","1","2","2","3","2","2","2","2","2","1","2","1","1","1","2","2","1",1.7741935483871,56,"Unemployed"
"100300","1","June","English","3","22","1","Female","1","4","2","6","1","1","2","2","2","2","1","1","2","3","1","3","3","3","3","1","2","2","3","2","2","2","2","2","1","2","1","1","1","2","2","1",1.7741935483871,56,"Unemployed"
"100301","1","June","English","3","54","1","Male","1","2","1","2","1","1","1","1","1","1","1","1","2","9","1","9","2","9","3","1","1","2","3","2","2","2","1","1","2","2","2","2","1","1","2","1",2.2258064516129,61,"Employed"
"100301","1","June","English","3","54","1","Male","1","2","1","2","1","1","1","1","1","1","1","1","2","9","1","9","2","9","3","1","1","2","3","2","2","2","1","1","2","2","2","2","1","1","2","1",2.2258064516129,61,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100307","1","June","English","3","21","2","Female","4","4","1","4","2","1","2","1","2","2","2","1","2","3","2","3","3","3","3","1","2","2","3","2","2","2","3","2","2","2","1","2","2","1","2","1",7.16129032258065,60,"Employed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100308","1","June","English","2","26","2","Female","2","2","2","6","2","1","2","2","2","2","2","1","2","9","1","9","2","9","2","1","1","2","3","2","2","2","2","1","2","1","1","2","9","9","2","1",7.16129032258065,27,"Unemployed"
"100310","1","June","English","1","42","2","Female","1","1","1","2","1","1","1","1","1","1","1","2","1","3","2","2","3","9","2","9","1","2","3","1","1","2","1","1","2","1","3","2","2","3","2","3",2.96774193548387,43,"Employed"
"100310","1","June","English","1","42","2","Female","1","1","1","2","1","1","1","1","1","1","1","2","1","3","2","2","3","9","2","9","1","2","3","1","1","2","1","1","2","1","3","2","2","3","2","3",2.96774193548387,43,"Employed"
"100310","1","June","English","1","42","2","Female","1","1","1","2","1","1","1","1","1","1","1","2","1","3","2","2","3","9","2","9","1","2","3","1","1","2","1","1","2","1","3","2","2","3","2","3",2.96774193548387,43,"Employed"
"100316","1","June","English","3","47","1","Female","1","4","2","6","1","1","1","1","2","2","2","2","2","3","1","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","1","2","1","1","2","1",2.2258064516129,72,"Unemployed"
"100316","1","June","English","3","47","1","Female","1","4","2","6","1","1","1","1","2","2","2","2","2","3","1","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","1","2","1","1","2","1",2.2258064516129,72,"Unemployed"
"100320","1","June","English","2","29","1","Female","2","2","1","4","1","1","2","1","2","2","1","1","2","9","9","9","9","9","9","1","9","2","3","2","2","2","2","9","9","2","9","1","2","3","9","9",1,58,"Unemployed"
"100335","1","June","English","1","34","1","Male","2","2","1","2","1","1","1","1","1","1","1","1","2","2","1","9","2","9","9","1","2","2","3","2","1","2","2","1","2","1","3","2","2","3","2","9",3.29032258064516,45,"Employed"
"100335","1","June","English","1","34","1","Male","2","2","1","2","1","1","1","1","1","1","1","1","2","2","1","9","2","9","9","1","2","2","3","2","1","2","2","1","2","1","3","2","2","3","2","9",3.29032258064516,45,"Employed"
"100335","1","June","English","1","34","1","Male","2","2","1","2","1","1","1","1","1","1","1","1","2","2","1","9","2","9","9","1","2","2","3","2","1","2","2","1","2","1","3","2","2","3","2","9",3.29032258064516,45,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100364","1","June","English","2","27","1","Female","2","1","2","6","1","1","2","1","2","2","2","1","2","2","1","2","3","2","2","1","2","2","3","2","2","2","2","1","2","2","1","2","2","3","2","1",7.16129032258065,53,"Employed"
"100371","1","June","English","1","36","1","Male","1","2","1","4","1","1","1","1","2","2","2","2","2","3","9","9","9","9","9","1","1","2","3","2","2","2","1","2","2","2","2","2","2","2","2","2",2.32258064516129,59,"Employed"
"100371","1","June","English","1","36","1","Male","1","2","1","4","1","1","1","1","2","2","2","2","2","3","9","9","9","9","9","1","1","2","3","2","2","2","1","2","2","2","2","2","2","2","2","2",2.32258064516129,59,"Employed"
"100380","1","June","English","2","26","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","2","2","1","3","2","3","2","2","2","3","1","1","2","2","1","2","2","1","2","1","2","2","1",1.7741935483871,56,"Employed"
"100380","1","June","English","2","26","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","2","2","1","3","2","3","2","2","2","3","1","1","2","2","1","2","2","1","2","1","2","2","1",1.7741935483871,56,"Employed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100390","1","June","English","1","34","1","Female","1","2","1","3","1","1","1","1","1","1","1","1","2","2","2","2","3","3","2","1","2","2","1","1","2","2","2","6","3","2","1","2","2","2","2","1",7.16129032258065,19,"Unemployed"
"100408","1","June","English","4","15","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","2","9","1","9","3","9","3","1","1","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",3.7741935483871,54,"Employed"
"100408","1","June","English","4","15","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","2","9","1","9","3","9","3","1","1","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",3.7741935483871,54,"Employed"
"100408","1","June","English","4","15","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","2","9","1","9","3","9","3","1","1","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",3.7741935483871,54,"Employed"
"100408","1","June","English","4","15","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","2","9","1","9","3","9","3","1","1","2","3","2","2","2","2","1","3","2","2","2","1","1","2","1",3.7741935483871,54,"Employed"
"100419","1","June","English","4","35","1","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","9","1","9","9","9","3","2","1","2","3","2","2","2","2","2","3","2","2","2","2","3","1","1",2,51,"Employed"
